"BusinessEntityID","NationalIDNumber","LoginID","OrganizationNode","OrganizationLevel","JobTitle","BirthDate","MaritalStatus","Gender","HireDate","SalariedFlag","VacationHours","SickLeaveHours","CurrentFlag","rowguid","ModifiedDate"
193,"761597760","adventure-works\alejandro0","b'z\xf0m`'",4.0,"Production Technician - WC40","1988-12-05","S","M","2008-12-06",False,52,46,True,"8C7321D2-2C64-4902-9D64-8F5C1EB7F747","2014-06-30 00:00:00.000"
235,"535145551","adventure-works\paula0","b'\x85`'",2.0,"Human Resources Manager","1976-02-11","M","F","2008-12-06",True,54,47,True,"65028F15-4149-4DE5-B203-9D7EC86BAF87","2014-06-30 00:00:00.000"
168,"271438431","adventure-works\garrett0","b'z\xf0U\xa0'",4.0,"Production Technician - WC30","1984-08-25","S","M","2008-12-07",False,34,37,True,"A6F5F72F-AA03-41B7-8B6E-B123BD360753","2014-06-30 00:00:00.000"
146,"160739235","adventure-works\jianshuo0","b'z\xef\xac'",4.0,"Production Technician - WC30","1989-06-25","S","M","2008-12-07",False,36,38,True,"6FFF136A-9664-4EB9-9243-FAC76E21B9DD","2014-06-30 00:00:00.000"
122,"586486572","adventure-works\susan0","b'z\xec\xac'",4.0,"Stocker","1978-02-17","S","F","2008-12-07",False,97,68,True,"923ECFD6-E202-429A-9141-6CB183531439","2014-06-30 00:00:00.000"
123,"337752649","adventure-works\vamsi0","b'z\xec\xb4'",4.0,"Shipping and Receiving Clerk","1977-03-18","M","M","2008-12-07",False,95,67,True,"A8838AB2-99DE-415C-8675-D82EBF1C4752","2014-06-30 00:00:00.000"
109,"113695504","adventure-works\alice0","b'z\xeb\xac'",4.0,"Production Technician - WC50","1978-01-26","M","F","2008-12-07",False,95,67,True,"7E632B21-0D11-4BBA-8A68-8CAE14C20AE6","2014-06-30 00:00:00.000"
44,"276751903","adventure-works\simon0","b'z\xdb\x08'",4.0,"Production Technician - WC60","1990-05-17","S","M","2008-12-08",False,38,39,True,"F734D38A-56B5-471E-8DED-A682E958A9B3","2014-06-30 00:00:00.000"
108,"630184120","adventure-works\jinghao0","b'z\xeb\x80'",3.0,"Production Supervisor - WC50","1989-02-05","S","M","2008-12-08",False,77,58,True,"2BCA07D3-F2AC-4406-904F-E09156F3EB3E","2014-06-30 00:00:00.000"
181,"545337468","adventure-works\michael0","b'z\xf0]`'",4.0,"Production Technician - WC20","1984-11-17","S","M","2008-12-09",False,20,30,True,"4FD6FE82-535A-4DD1-BEB1-154A8B5E42F0","2014-06-30 00:00:00.000"
187,"713403643","adventure-works\yvonne0","b'z\xf0e`'",4.0,"Production Technician - WC45","1989-04-15","M","F","2008-12-09",False,79,59,True,"83C6DABF-FD7D-4F5B-BB22-EB7EEBB9A772","2014-06-30 00:00:00.000"
212,"885055826","adventure-works\peng0","b'{V'",3.0,"Quality Assurance Supervisor","1976-03-18","M","M","2008-12-09",True,81,60,True,"E249D613-36C9-4544-9B6F-6CE50E5E0DA5","2014-06-30 00:00:00.000"
263,"441044382","adventure-works\jean0","b'\x8c'",1.0,"Information Services Manager","1975-12-13","S","F","2008-12-11",True,65,52,True,"794A0B1F-C46A-401C-984D-008996FC7092","2014-06-30 00:00:00.000"
222,"685233686","adventure-works\ascott0","b'{\xc0'",2.0,"Master Scheduler","1968-09-17","S","M","2008-12-12",False,44,42,True,"13909262-4136-492F-BCA3-0B0E3773B03E","2014-12-26 09:17:08.637"
194,"295971920","adventure-works\fred0","b'z\xf0m\xa0'",4.0,"Production Technician - WC40","1989-06-25","S","M","2008-12-12",False,47,43,True,"45358AE8-0B0E-4C11-90BB-DAC3EC0D5C82","2014-06-30 00:00:00.000"
94,"718299860","adventure-works\russell0","b'z\xe9\xac'",4.0,"Production Technician - WC50","1972-11-25","M","M","2008-12-12",False,6,23,True,"6B10192F-D570-47C4-82C9-3D979B1EFDC1","2014-06-30 00:00:00.000"
22,"95958330","adventure-works\sariya0","b'l\xa0'",2.0,"Marketing Specialist","1987-05-21","S","M","2008-12-12",False,45,42,True,"AF21F1B7-0691-48AD-B325-B8F2D7B2268A","2014-06-30 00:00:00.000"
240,"332040978","adventure-works\willis0","b'\x85q\x80'",3.0,"Recruiter","1978-07-18","S","M","2008-12-13",False,49,44,True,"A1D86ECC-EA17-4B1B-8369-F1D07AB0A469","2014-06-30 00:00:00.000"
228,"553069203","adventure-works\christian0","b'|+'",3.0,"Maintenance Supervisor","1976-01-18","M","M","2008-12-14",True,92,66,True,"4611C7C5-90A0-407F-B054-93BD51533609","2014-06-30 00:00:00.000"
169,"351069889","adventure-works\susan1","b'z\xf0U\xe0'",4.0,"Production Technician - WC30","1983-04-02","S","F","2008-12-14",False,31,35,True,"F73D75D5-B47B-46EE-AD11-7BF13DD6C55D","2014-06-30 00:00:00.000"
110,"857651804","adventure-works\jun0","b'z\xeb\xb4'",4.0,"Production Technician - WC50","1979-07-06","S","M","2008-12-14",False,90,65,True,"9C5F84D1-FB96-4D82-92A1-F932903DEAAD","2014-06-30 00:00:00.000"
78,"370989364","adventure-works\reuben0","b'z\xe7'",3.0,"Production Supervisor - WC40","1987-08-27","M","M","2008-12-15",False,72,56,True,"71EEE2A6-B9B3-4BF4-8949-01239DF7C901","2014-06-30 00:00:00.000"
70,"36151748","adventure-works\david2","b'z\xe3\xa2'",4.0,"Production Technician - WC60","1984-12-29","M","M","2008-12-15",False,33,36,True,"FC617BB8-D2A3-4374-873C-8EF38D80127D","2014-06-30 00:00:00.000"
161,"275962311","adventure-works\kirk0","b'z\xf0M`'",4.0,"Production Technician - WC45","1985-02-06","S","M","2008-12-15",False,74,57,True,"08D25BAA-167B-499C-8B51-31DCC856A8CF","2014-06-30 00:00:00.000"
218,"540688287","adventure-works\tengiz0","b'{Z\xb0'",4.0,"Control Specialist","1990-04-28","S","M","2008-12-16",False,76,58,True,"C609B3B2-7969-410C-934C-62C34B63C4EE","2014-06-30 00:00:00.000"
153,"568596888","adventure-works\hanying0","b'z\xf0E`'",4.0,"Production Technician - WC20","1974-10-16","S","M","2008-12-16",False,15,27,True,"618B71BC-6E8C-492D-8862-B9EFB7A4E06A","2014-06-30 00:00:00.000"
111,"415823523","adventure-works\suroor0","b'z\xeb\xbc'",4.0,"Production Technician - WC50","1978-02-25","S","M","2008-12-17",False,93,66,True,"14010B0E-C101-4E41-B788-21923399E512","2014-06-30 00:00:00.000"
33,"801758002","adventure-works\annik0","b'z\xd7('",4.0,"Production Technician - WC60","1976-12-26","M","M","2008-12-17",False,17,28,True,"51FDE6AC-BD50-467C-90E5-10CA7310455C","2014-06-30 00:00:00.000"
195,"918737118","adventure-works\kevin1","b'z\xf0m\xe0'",4.0,"Production Technician - WC40","1985-12-25","S","M","2008-12-17",False,58,49,True,"DC7E95FF-275E-41C2-8ED3-686864F0540A","2014-06-30 00:00:00.000"
242,"363923697","adventure-works\deborah0","b'\x85\xab'",3.0,"Accounts Receivable Specialist","1976-03-06","M","F","2008-12-18",False,60,50,True,"09F75454-028C-46CA-BC08-0147BD0220D7","2014-06-30 00:00:00.000"
73,"138280935","adventure-works\carole0","b'z\xe5h'",4.0,"Production Technician - WC30","1983-10-19","M","F","2008-12-19",False,42,41,True,"C76A41F1-A390-4AE4-A82A-2A87764C6391","2014-06-30 00:00:00.000"
95,"674171828","adventure-works\jim0","b'z\xe9\xb4'",4.0,"Production Technician - WC50","1986-09-08","M","M","2008-12-19",False,1,20,True,"6175876E-8FCC-4917-BE06-FC358515E6DF","2014-06-30 00:00:00.000"
170,"476115505","adventure-works\george0","b'z\xf0V\x10'",4.0,"Production Technician - WC30","1977-04-16","M","M","2008-12-21",False,26,33,True,"01B119A2-2AF3-4775-818E-B421FECB07A7","2014-06-30 00:00:00.000"
87,"7201901","adventure-works\cristian0","b'z\xe8\x80'",3.0,"Production Supervisor - WC10","1984-04-11","M","M","2008-12-22",False,67,53,True,"5BE16416-8570-417D-9E54-047DB468B5E9","2014-06-30 00:00:00.000"
129,"502058701","adventure-works\gary0","b'z\xed\xb4'",4.0,"Production Technician - WC40","1988-05-16","S","M","2008-12-22",False,69,54,True,"A03D6052-1F85-4EBE-AAC9-B67CFDCD91A6","2014-06-30 00:00:00.000"
154,"97728960","adventure-works\raymond0","b'z\xf0E\xa0'",4.0,"Production Technician - WC20","1967-03-02","M","M","2008-12-23",False,10,25,True,"9F01E1FB-B893-40CC-9F5C-AAF89F9B7AF5","2014-06-30 00:00:00.000"
272,"525932996","adventure-works\janaina0","b'\x8ep'",2.0,"Application Specialist","1985-01-30","M","F","2008-12-23",True,71,55,True,"241535C7-7A31-4A6A-9E0D-A83C30C2EDDA","2014-06-30 00:00:00.000"
196,"370487086","adventure-works\shammi0","b'z\xf0n\x10'",4.0,"Production Technician - WC40","1980-10-04","M","M","2008-12-24",False,53,46,True,"9BEF0C94-7969-4905-9A42-CE469C754800","2014-06-30 00:00:00.000"
59,"843479922","adventure-works\bob0","b'z\xe1\x84'",4.0,"Production Technician - WC50","1979-08-16","S","M","2008-12-24",False,12,26,True,"68616AEA-81E5-4940-A7E4-6FBA882BCCF6","2014-06-30 00:00:00.000"
113,"54759846","adventure-works\linda0","b'z\xeb\xc6'",4.0,"Production Technician - WC50","1987-07-17","M","F","2008-12-25",False,96,68,True,"FB84759C-B687-43B2-8727-125EFE0F5E13","2014-06-30 00:00:00.000"
239,"619308550","adventure-works\mindy0","b'\x85p\x80'",3.0,"Benefits Specialist","1984-11-20","M","F","2008-12-25",False,51,45,True,"834D7AB6-06E6-4944-B42F-028CD4BD388E","2014-06-30 00:00:00.000"
249,"121491555","adventure-works\wendy0","b'\x85\xe0'",2.0,"Finance Manager","1984-10-11","S","F","2008-12-25",True,55,47,True,"8F410408-4AA8-4D67-886D-530BFE4EBE3B","2014-06-30 00:00:00.000"
147,"604664374","adventure-works\sandra0","b'z\xef\xb4'",4.0,"Production Technician - WC30","1975-11-05","M","F","2008-12-26",False,37,38,True,"F69F3FF9-E1E0-4419-A6BF-F705E1556160","2014-06-30 00:00:00.000"
124,"420776180","adventure-works\kim0","b'z\xec\xbc'",4.0,"Stocker","1984-04-30","S","F","2008-12-26",False,98,69,True,"6150F197-7923-40D4-84F2-936207D468AB","2014-06-30 00:00:00.000"
93,"778552911","adventure-works\kok-ho0","b'z\xe9\x80'",3.0,"Production Supervisor - WC50","1980-04-28","S","M","2008-12-27",False,78,59,True,"57FB2C0F-B105-49F0-967A-88F3D743CB3F","2014-06-30 00:00:00.000"
42,"339712426","adventure-works\james0","b'z\xda\xd0'",4.0,"Production Technician - WC60","1984-07-25","M","M","2008-12-27",False,39,39,True,"82E52D5A-165B-4C6D-9773-C3A6B6332ECD","2014-06-30 00:00:00.000"
188,"435234965","adventure-works\douglas0","b'z\xf0e\xa0'",4.0,"Production Technician - WC45","1985-11-24","M","M","2008-12-27",False,80,60,True,"1AB0EDEB-7558-4734-8423-5A11B44DCA35","2014-06-30 00:00:00.000"
182,"368920189","adventure-works\nitin0","b'z\xf0]\xa0'",4.0,"Production Technician - WC20","1986-12-01","S","M","2008-12-28",False,21,30,True,"EBBC6787-3F2D-4F6B-9EA3-4DEF02EF382E","2014-06-30 00:00:00.000"
216,"403414852","adventure-works\sean0","b'{W\x08'",4.0,"Quality Assurance Technician","1976-03-06","S","M","2008-12-28",False,82,61,True,"34E128CF-D904-4327-8014-9DF0D5DE7D08","2014-06-30 00:00:00.000"
32,"330211482","adventure-works\rebecca0","b'z\xd7\x18'",4.0,"Production Technician - WC60","1977-07-10","M","F","2008-12-29",False,23,31,True,"BDADEB5C-A596-4DA1-88BA-842C7A0CC10F","2014-06-30 00:00:00.000"
8,"811994146","adventure-works\diane1","b'Z\xe1X'",4.0,"Research and Development Engineer","1986-06-05","S","F","2008-12-29",True,62,51,True,"31112635-663B-4018-B4A2-A685C0BF48A4","2014-06-30 00:00:00.000"
197,"632092621","adventure-works\rajesh0","b'z\xf0n0'",4.0,"Production Technician - WC40","1977-10-04","M","M","2008-12-31",False,48,44,True,"ACA7B40C-7AC0-4DAA-B4C7-1051D850D7D9","2014-06-30 00:00:00.000"
238,"264306399","adventure-works\vidur0","b'\x85o'",3.0,"Recruiter","1984-08-01","S","M","2009-01-01",False,50,45,True,"47E76B59-B137-4572-AD55-6B3E68C13BD3","2014-06-30 00:00:00.000"
112,"981597097","adventure-works\john1","b'z\xeb\xc2'",4.0,"Production Technician - WC50","1978-05-31","S","M","2009-01-01",False,91,65,True,"B6998410-EE0F-4307-9E6E-FE348F11012D","2014-06-30 00:00:00.000"
121,"521265716","adventure-works\pilar0","b'z\xec\x80'",3.0,"Shipping and Receiving Supervisor","1972-09-09","S","M","2009-01-02",True,93,66,True,"01BCCE22-D63A-4C3F-9BA8-D3D5A4C3BD52","2014-06-30 00:00:00.000"
43,"693325305","adventure-works\nancy0","b'z\xda\xf0'",4.0,"Production Technician - WC60","1988-11-19","M","F","2009-01-02",False,34,37,True,"6B7EB306-9A00-496A-98A9-4E94FE72F77C","2014-06-30 00:00:00.000"
171,"746373306","adventure-works\david3","b'z\xf0V0'",4.0,"Production Technician - WC30","1981-08-03","S","M","2009-01-02",False,32,36,True,"84C358D4-2493-452C-B7D6-B212C893A009","2014-06-30 00:00:00.000"
162,"514829225","adventure-works\laura0","b'z\xf0M\xa0'",4.0,"Production Technician - WC45","1980-12-25","S","F","2009-01-03",False,75,57,True,"FCCD65BA-2702-4409-AE56-75AF1710AC78","2014-06-30 00:00:00.000"
127,"750905084","adventure-works\david4","b'z\xed\x80'",3.0,"Production Supervisor - WC40","1983-07-02","S","M","2009-01-03",False,73,56,True,"516538E8-115B-44F4-AA7B-E6C1D9F8ADFC","2014-06-30 00:00:00.000"
155,"212801092","adventure-works\fadi0","b'z\xf0E\xe0'",4.0,"Production Technician - WC20","1989-02-15","S","M","2009-01-04",False,16,28,True,"9923376F-26D0-4845-9D99-CC3D696CAEB8","2014-06-30 00:00:00.000"
31,"750246141","adventure-works\margie0","b'z\xd7\x08'",4.0,"Production Technician - WC60","1986-05-20","M","F","2009-01-04",False,18,29,True,"352D6E2F-655B-49A2-9FEC-EFD7D8CD0D30","2014-06-30 00:00:00.000"
198,"19312190","adventure-works\lorraine0","b'z\xf0nP'",4.0,"Production Technician - WC40","1988-11-26","M","F","2009-01-04",False,49,44,True,"A63966B6-9AD6-40BC-AFD4-A83745879F4D","2014-06-30 00:00:00.000"
217,"345106466","adventure-works\zainal0","b'{Z'",3.0,"Document Control Manager","1976-01-30","M","M","2009-01-04",False,77,58,True,"DC60EEED-9F9F-4435-8666-4DE4FAFDE9C3","2014-06-30 00:00:00.000"
86,"769680433","adventure-works\ryan0","b'z\xe7\xa2'",4.0,"Production Technician - WC40","1972-06-13","M","M","2009-01-05",False,59,49,True,"10E5BD6F-2B9C-4192-A94D-6A2D50EA1ADB","2014-06-30 00:00:00.000"
99,"431859843","adventure-works\nuan0","b'z\xe9\xca'",4.0,"Production Technician - WC50","1979-03-29","S","M","2009-01-06",False,2,21,True,"A6089357-2F2F-48CC-AB3C-D9B75A3C09D7","2014-06-30 00:00:00.000"
243,"60517918","adventure-works\candy0","b'\x85\xad'",3.0,"Accounts Receivable Specialist","1976-02-23","S","F","2009-01-06",False,61,50,True,"9E9F713B-707C-4F7E-9504-DE188052A045","2014-06-30 00:00:00.000"
224,"621209647","adventure-works\william0","b'{\xda'",3.0,"Scheduling Assistant","1981-11-06","M","M","2009-01-07",False,45,42,True,"1A68CD62-6FE9-4613-90D4-2CD178E4E54A","2014-06-30 00:00:00.000"
74,"420023788","adventure-works\bjorn0","b'z\xe5x'",4.0,"Production Technician - WC30","1989-11-06","S","M","2009-01-07",False,43,41,True,"A942E1E0-2D5E-4858-97C0-947020E96860","2014-06-30 00:00:00.000"
208,"199546871","adventure-works\scott0","b'z\xf0u\xe0'",4.0,"Production Technician - WC45","1987-02-10","M","M","2009-01-08",False,86,63,True,"E35DA50A-BB51-4E08-8B8D-87EF4650247A","2014-06-30 00:00:00.000"
133,"830150469","adventure-works\michael1","b'z\xed\xca'",4.0,"Production Technician - WC40","1991-01-04","S","M","2009-01-10",False,70,55,True,"416BF905-7D6C-4692-8FD6-40F6C4F9ECC4","2014-06-30 00:00:00.000"
156,"322160340","adventure-works\lane0","b'z\xf0F\x10'",4.0,"Production Technician - WC20","1974-09-23","M","M","2009-01-11",False,11,25,True,"042427B8-3883-4A87-A6A3-724EE1690F49","2014-06-30 00:00:00.000"
60,"827686041","adventure-works\pete0","b'z\xe1\x8c'",4.0,"Production Technician - WC50","1977-02-03","S","M","2009-01-11",False,13,26,True,"1F1D813D-3EDC-4274-8E9B-4519D71685B6","2014-06-30 00:00:00.000"
269,"671089628","adventure-works\dan0","b'\x8e\x10'",2.0,"Application Specialist","1987-05-26","M","M","2009-01-11",True,72,56,True,"71B0D010-5AC5-4E91-8EFA-C311C1372A73","2014-06-30 00:00:00.000"
199,"992874797","adventure-works\paula1","b'z\xf0np'",4.0,"Production Technician - WC40","1987-02-10","M","F","2009-01-12",False,54,47,True,"5DD2BE46-204F-4AF3-91F5-5EF082F6D6A6","2014-06-30 00:00:00.000"
262,"231203233","adventure-works\david5","b'\x86\x10'",2.0,"Assistant to the Chief Financial Officer","1964-06-21","S","M","2009-01-12",False,56,48,True,"BE81FD77-428C-449F-AB79-48B1CDF53D6A","2014-06-30 00:00:00.000"
23,"767955365","adventure-works\mary0","b'l\xe0'",2.0,"Marketing Specialist","1962-09-13","M","F","2009-01-12",False,46,43,True,"90899830-127E-4876-85CA-7F6E03025281","2014-06-30 00:00:00.000"
100,"204035155","adventure-works\lolan0","b'z\xe9\xce'",4.0,"Production Technician - WC50","1973-01-24","M","M","2009-01-12",False,7,23,True,"9B9B768D-7CC1-4DCE-87CB-765AB73A6AFF","2014-06-30 00:00:00.000"
114,"342607223","adventure-works\mindaugas0","b'z\xeb\xca'",4.0,"Production Technician - WC50","1978-05-07","M","M","2009-01-13",False,97,68,True,"1D784088-DACB-4185-9F60-3D2DB4925BA5","2014-06-30 00:00:00.000"
148,"733022683","adventure-works\jason0","b'z\xef\xbc'",4.0,"Production Technician - WC30","1988-12-07","S","M","2009-01-14",False,38,39,True,"C16C501D-942D-4EB0-B5C4-EF8119FBEBA2","2014-06-30 00:00:00.000"
134,"45615666","adventure-works\eric0","b'z\xee\x80'",3.0,"Production Supervisor - WC20","1985-01-19","M","M","2009-01-14",False,40,40,True,"2ABCF39B-88D7-49FA-820A-83D223322BA5","2014-06-30 00:00:00.000"
1,"295847284","adventure-works\ken0","","","Chief Executive Officer","1969-01-29","S","M","2009-01-14",True,99,69,True,"F01251E5-96A3-448D-981E-0F99D789110D","2014-06-30 00:00:00.000"
215,"381772114","adventure-works\mark0","b'{V\xf0'",4.0,"Quality Assurance Technician","1986-04-30","S","M","2009-01-15",False,83,61,True,"6B63EF27-2C55-4F4C-BE29-FCE8B694DC4A","2014-06-30 00:00:00.000"
189,"187369436","adventure-works\janeth0","b'z\xf0e\xe0'",4.0,"Production Technician - WC45","1972-07-24","S","F","2009-01-15",False,81,60,True,"8261B8CB-BC3F-4BCE-B364-86035D870263","2014-06-30 00:00:00.000"
172,"364818297","adventure-works\marc0","b'z\xf0VP'",4.0,"Production Technician - WC30","1986-10-24","M","M","2009-01-16",False,22,31,True,"1F151ABC-DB4A-431A-8A5D-15F46C5B8FFC","2014-06-30 00:00:00.000"
9,"658797903","adventure-works\gigi0","b'Z\xe1h'",4.0,"Research and Development Engineer","1979-01-21","M","F","2009-01-16",True,63,51,True,"50B6CDC6-7570-47EF-9570-48A64B5F2ECF","2014-06-30 00:00:00.000"
