"BusinessEntityID","PersonType","NameStyle","Title","FirstName","MiddleName","LastName","Suffix","EmailPromotion","AdditionalContactInfo","Demographics","rowguid","ModifiedDate"
102,"EM",False,"","Zheng","W","Mu","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","17D15AE1-FB50-4303-A509-24C6C553C17D","2008-11-26"
108,"EM",False,"","Jinghao","K","Liu","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","DD35EB13-6D4F-4C82-B33C-D693090722B6","2008-12-01"
109,"EM",False,"","Alice","O","Ciccu","",1,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","B5836E66-4251-4D4D-8F49-8E6D9E3C9D64","2008-11-30"
110,"EM",False,"","Jun","T","Cao","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","20BDFF3B-3561-482B-B02D-DA9B6183B6D9","2008-12-07"
111,"EM",False,"","Suroor","R","Fatima","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","62C97C5B-5CAB-42C6-813D-C0C75BBBFD7B","2008-12-10"
122,"EM",False,"","Susan","W","Eaton","",2,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","84C723AC-F07F-4299-89B1-FAABB9CA47FC","2008-11-30"
123,"EM",False,"","Vamsi","N","Kuppa","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","37154EFE-002F-4D85-A84B-A8B1FF714BC6","2008-11-30"
128,"EM",False,"","Paul","B","Komosinski","",2,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","E4145F40-88D2-43F4-A018-9BFB38D6D9FF","2008-11-27"
129,"EM",False,"","Gary","W","Yukish","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","09EA8640-ED99-4205-9433-078F1D81D221","2008-12-15"
135,"EM",False,"","Ivo","William","Salmre","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","DFA4B008-D83F-4828-AAC6-449E683909F5","2008-11-27"
146,"EM",False,"","Jian Shuo","","Wang","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","009EBB72-9173-4AA9-920E-B578F3C927DE","2008-11-30"
153,"EM",False,"","Hanying","P","Feng","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","DDAAE515-0A69-4750-B6EE-7AC6629F55B8","2008-12-09"
154,"EM",False,"","Raymond","K","Sam","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","02717918-B884-41B9-87B3-A0F8C2939EC1","2008-12-16"
161,"EM",False,"","Kirk","J","Koenigsbauer","",1,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","35A9A423-C54F-48C5-9527-CF1E93089D92","2008-12-08"
167,"EM",False,"","David","N","Johnson","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","C2C7021B-3209-45F7-8560-B3132595F9DA","2008-11-25"
168,"EM",False,"","Garrett","R","Young","",2,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","DA309209-A597-4D54-B717-D984B38975D1","2008-11-30"
169,"EM",False,"","Susan","A","Metters","",1,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","D8414490-CA5B-4517-BBE9-7FBF4D696771","2008-12-07"
170,"EM",False,"","George","Z","Li","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","E9E65DEB-797B-4B49-B41C-81F1DC593BB9","2008-12-14"
181,"EM",False,"","Michael","T","Hines","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","B7004365-FDD8-4FCD-85FB-53A759447180","2008-12-02"
187,"EM",False,"","Yvonne","S","McKay","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","F3A901C1-4D9F-4666-8726-C2C51643A5D6","2008-12-02"
193,"EM",False,"","Alejandro","E","McGuel","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","F38E101D-B360-4876-8E8F-07726E85AE5D","2008-11-29"
194,"EM",False,"","Fred","T","Northup","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","E28C41D6-D9BA-455D-B91D-E3C9F7B535E2","2008-12-05"
195,"EM",False,"","Kevin","H","Liu","",2,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","14AFAE63-9C86-4E23-B82E-5AAD4DBD1963","2008-12-10"
206,"EM",False,"","Stuart","V","Munson","",2,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","CE75C8B6-EAC8-4B18-96FA-8182AD7233CD","2008-11-25"
207,"EM",False,"","Greg","F","Alderson","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","F3A921DD-55EB-46EB-A94D-68F4B080A388","2008-11-25"
212,"EM",False,"","Peng","J","Wu","",2,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","24B9C3C3-A06D-44FA-AA24-34DDD3ABF62C","2008-12-02"
218,"EM",False,"","Tengiz","N","Kharatishvili","",1,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","06CFED75-E8F0-4E81-871A-4368D9B9F73E","2008-12-09"
222,"EM",False,"","A. Scott","","Wright","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","90CC98B7-6054-4AB5-844E-3ECCB8A73070","2008-12-05"
228,"EM",False,"","Christian","E","Kleinerman","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","32852137-66C8-4BE4-B6CF-3C094534DA9B","2008-12-07"
235,"EM",False,"","Paula","M","Barreto de Mattos","",2,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","8E952C09-C7C4-4D51-A8CB-36C44C949A0B","2008-11-29"
240,"EM",False,"","Willis","T","Johnson","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","3B808CDB-0372-409A-AE40-C2177A7DB2B6","2008-12-06"
242,"EM",False,"","Deborah","E","Poe","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","9236BDD4-DE3E-43BE-BB3C-22E377A2FFA6","2008-12-11"
263,"EM",False,"","Jean","E","Trenary","",2,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","0AA3878D-0F9F-4F2A-942F-8B46C9B57C0A","2008-12-04"
265,"EM",False,"","Ashvini","R","Sharma","",1,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","252A5641-6B19-4347-830F-E659BFC76AEF","2008-11-27"
272,"EM",False,"","Janaina","Barreiro Gambaro","Bueno","",0,"","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","0204851C-3ECC-4968-8504-47706C350E3E","2008-12-16"
